record_id,student_id,dataset_source,sleep_hours,academic_score,gender,sleep_category,integration_method,bedtime_variability,cumulative_gpa,age,study_hours_per_day,attendance_percentage,productivity_score,distraction_hours
52,CMU_304,CMU,6.0398809516666665,85.25,Female,Insufficient,append,0.102636412,3.0,,,,,
51,CMU_233,CMU,6.049019608333333,61.5,Female,Insufficient,append,0.26249783,2.62,,,,,
537,CMU_95543,CMU,6.053333333333333,98.6125,Male,Insufficient,append,0.063219382,3.8335,,,,,
464,CMU_44873,CMU,6.071264368333333,94.45,Male,Insufficient,append,0.140703656,3.333333333,,,,,
14,CMU_323,CMU,6.095402298333334,100.0,Male,Insufficient,append,0.224089073,4.0,,,,,
36,CMU_247,CMU,6.098611111666667,95.25,Male,Insufficient,append,0.292408633,3.72,,,,,
837,KGL_S1289,Kaggle,6.1,73.5,Female,Insufficient,append,,,24,3.5,74.3,6524.166666666668,3.0
810,KGL_S1262,Kaggle,6.1,49.1,Male,Insufficient,append,,,21,3.0,76.5,5318.75,4.5
1014,KGL_S1466,Kaggle,6.1,59.7,Female,Insufficient,append,,,24,2.8,90.3,7309.583333333333,5.1000000000000005
811,KGL_S1263,Kaggle,6.1,62.7,Female,Insufficient,append,,,17,2.2,94.3,6326.25,4.699999999999999
1125,KGL_S1577,Kaggle,6.1,44.4,Female,Insufficient,append,,,22,1.9,87.6,4867.083333333333,4.5
636,KGL_S1088,Kaggle,6.1,73.4,Male,Insufficient,append,,,20,3.9,100.0,6354.166666666667,4.4
1134,KGL_S1586,Kaggle,6.1,83.5,Female,Insufficient,append,,,22,5.0,92.5,7312.5,2.8
1292,KGL_S1744,Kaggle,6.1,52.6,Female,Insufficient,append,,,19,3.3,75.5,5377.083333333333,4.3
1138,KGL_S1590,Kaggle,6.1,42.0,Female,Insufficient,append,,,17,0.0,96.2,6050.833333333333,5.8
618,KGL_S1070,Kaggle,6.1,59.7,Female,Insufficient,append,,,18,2.7,95.5,5637.5,3.0
843,KGL_S1295,Kaggle,6.1,27.6,Female,Insufficient,append,,,20,0.9,90.1,5065.000000000001,8.399999999999999
1047,KGL_S1499,Kaggle,6.1,83.3,Male,Insufficient,append,,,20,5.2,78.9,7285.000000000001,7.4
759,KGL_S1211,Kaggle,6.1,98.3,Female,Insufficient,append,,,23,6.1,82.9,6353.750000000001,2.3
871,KGL_S1323,Kaggle,6.1,70.2,Male,Insufficient,append,,,18,2.9,100.0,7760.416666666667,3.3
1469,KGL_S1921,Kaggle,6.1,85.4,Female,Insufficient,append,,,23,4.4,79.8,5776.25,3.7
1519,KGL_S1971,Kaggle,6.1,64.5,Female,Insufficient,append,,,23,3.5,56.0,5681.25,4.3
863,KGL_S1315,Kaggle,6.1,98.8,Female,Insufficient,append,,,24,4.5,79.6,7531.666666666666,3.8
1132,KGL_S1584,Kaggle,6.1,52.5,Female,Insufficient,append,,,22,2.1,77.5,6052.083333333333,0.7
1516,KGL_S1968,Kaggle,6.1,74.6,Female,Insufficient,append,,,22,4.6,76.1,5985.833333333333,3.6
882,KGL_S1334,Kaggle,6.1,100.0,Female,Insufficient,append,,,22,5.8,97.9,8051.666666666668,3.4
1095,KGL_S1547,Kaggle,6.1,95.6,Male,Insufficient,append,,,20,6.3,85.4,6593.333333333334,5.8
698,KGL_S1150,Kaggle,6.1,64.2,Male,Insufficient,append,,,19,3.5,84.8,5578.333333333333,2.6
664,KGL_S1116,Kaggle,6.1,94.8,Male,Insufficient,append,,,17,7.0,88.4,7001.666666666668,6.4
1490,KGL_S1942,Kaggle,6.1,50.2,Female,Insufficient,append,,,24,2.2,76.8,5815.833333333333,7.8
655,KGL_S1107,Kaggle,6.1,60.4,Male,Insufficient,append,,,20,2.1,76.9,6162.083333333334,4.3
1157,KGL_S1609,Kaggle,6.1,77.4,Male,Insufficient,append,,,24,4.3,68.3,5988.75,3.5
697,KGL_S1149,Kaggle,6.1,75.4,Female,Insufficient,append,,,24,4.2,100.0,6562.5,5.4
793,KGL_S1245,Kaggle,6.1,47.9,Female,Insufficient,append,,,22,2.4,80.5,5335.416666666667,4.1
1111,KGL_S1563,Kaggle,6.1,70.1,Male,Insufficient,append,,,23,4.4,100.0,5968.75,4.3
910,KGL_S1362,Kaggle,6.1,67.9,Female,Insufficient,append,,,17,3.2,92.0,6341.666666666667,3.5999999999999996
1172,KGL_S1624,Kaggle,6.1,83.2,Female,Insufficient,append,,,21,3.6,74.5,6675.0,4.199999999999999
1263,KGL_S1715,Kaggle,6.1,91.3,Male,Insufficient,append,,,24,5.6,85.8,7842.916666666668,4.5
731,KGL_S1183,Kaggle,6.1,85.7,Female,Insufficient,append,,,19,5.3,93.2,6402.916666666667,5.1
674,KGL_S1126,Kaggle,6.1,42.4,Male,Insufficient,append,,,18,0.7,81.6,6185.833333333333,4.8
901,KGL_S1353,Kaggle,6.1,48.7,Female,Insufficient,append,,,24,0.7,94.1,6269.166666666666,2.2
1083,KGL_S1535,Kaggle,6.1,85.0,Female,Insufficient,append,,,22,6.4,88.8,6959.583333333333,5.7
380,CMU_370,CMU,6.106410256666666,97.5,Male,Insufficient,append,0.131931111,3.315,,,,,
514,CMU_81807,CMU,6.111666666666666,91.670833325,Male,Insufficient,append,0.099074514,3.833333333,,,,,
16,CMU_125,CMU,6.112643678333333,80.0,Male,Insufficient,append,0.246896613,3.0,,,,,
29,CMU_222,CMU,6.124074073333333,85.0,,Insufficient,append,0.161198225,3.5,,,,,
318,CMU_485,CMU,6.124074073333333,75.0,Female,Insufficient,append,0.299431424,2.9,,,,,
102,CMU_229,CMU,6.129861111666667,93.75,Female,Insufficient,append,0.292521529,3.0,,,,,
540,CMU_97448,CMU,6.129885056666667,90.279166675,Male,Insufficient,append,0.105293367,3.889,,,,,
522,CMU_86440,CMU,6.134,95.005,Male,Insufficient,append,0.092378472,3.777833333,,,,,
177,CMU_150,CMU,6.1340579716666666,78.75,Male,Insufficient,append,1.208914715,2.8999996,,,,,
325,CMU_510,CMU,6.137121211666667,66.75,Female,Insufficient,append,0.037504409,2.83,,,,,
450,CMU_36038,CMU,6.149358975,91.66785715,Male,Insufficient,append,0.116589778,3.4445,,,,,
331,CMU_547,CMU,6.15448718,78.5,Female,Insufficient,append,0.101952,3.139259259,,,,,
266,CMU_91,CMU,6.158928571666666,93.82352499999999,Female,Insufficient,append,0.108675888,3.818749563,,,,,
437,CMU_29257,CMU,6.165517241666667,95.239285725,Male,Insufficient,append,0.086683673,3.619142857,,,,,
208,CMU_293,CMU,6.16728395,94.0,Female,Insufficient,append,0.050011917,4.0,,,,,
116,CMU_240,CMU,6.1741379316666665,80.5,Male,Insufficient,append,0.055016652,3.8,,,,,
236,CMU_559,CMU,6.174691358333333,75.0,Female,Insufficient,append,0.376793639,3.57,,,,,
358,CMU_12,CMU,6.175,89.23075,Male,Insufficient,append,0.099630855,3.555172069,,,,,
90,CMU_194,CMU,6.175396825000001,84.5,Male,Insufficient,append,0.110142361,3.76,,,,,
313,CMU_439,CMU,6.17797619,82.5,Female,Insufficient,append,0.0579984,3.653703704,,,,,
362,CMU_39,CMU,6.185119048333333,90.208325,Male,Insufficient,append,0.054357948,3.466666182,,,,,
448,CMU_35416,CMU,6.186538461666667,79.166666675,Male,Insufficient,append,0.361600889,3.722333333,,,,,
295,CMU_354,CMU,6.187037036666666,98.75,Female,Insufficient,append,0.125174638,3.823235294,,,,,
31,CMU_198,CMU,6.187931035,73.5,Female,Insufficient,append,0.152839073,3.3,,,,,
409,CMU_11002,CMU,6.192528735,98.810714275,Male,Insufficient,append,0.192880527,3.904857143,,,,,
19,CMU_178,CMU,6.1954545450000005,94.5,Male,Insufficient,append,2.043044444,3.82,,,,,
1098,KGL_S1550,Kaggle,6.2,97.9,Female,Insufficient,append,,,17,5.2,86.3,7313.75,1.7
635,KGL_S1087,Kaggle,6.2,47.2,Male,Insufficient,append,,,17,2.3,69.0,5006.25,1.9
1199,KGL_S1651,Kaggle,6.2,75.7,Female,Insufficient,append,,,24,3.7,57.6,6044.166666666667,4.0
1231,KGL_S1683,Kaggle,6.2,77.2,Female,Insufficient,append,,,20,3.6,83.5,6191.666666666667,1.4000000000000001
1395,KGL_S1847,Kaggle,6.2,73.5,Male,Insufficient,append,,,18,2.3,100.0,7552.083333333333,1.7000000000000002
846,KGL_S1298,Kaggle,6.2,91.3,Female,Insufficient,append,,,21,5.4,88.1,6317.083333333333,4.9
1304,KGL_S1756,Kaggle,6.2,58.5,Male,Insufficient,append,,,18,2.3,88.3,5770.0,4.0
830,KGL_S1282,Kaggle,6.2,79.7,Male,Insufficient,append,,,22,3.8,79.9,7487.083333333334,2.9
1202,KGL_S1654,Kaggle,6.2,71.5,Female,Insufficient,append,,,22,3.1,79.5,6852.083333333334,5.1000000000000005
1410,KGL_S1862,Kaggle,6.2,93.7,Female,Insufficient,append,,,18,5.5,90.1,5940.0,2.0
852,KGL_S1304,Kaggle,6.2,39.6,Male,Insufficient,append,,,18,2.6,84.0,4818.75,5.5
616,KGL_S1068,Kaggle,6.2,82.1,Female,Insufficient,append,,,20,4.9,92.3,7015.833333333333,3.0
677,KGL_S1129,Kaggle,6.2,26.8,Male,Insufficient,append,,,20,0.3,83.0,4793.75,5.7
1194,KGL_S1646,Kaggle,6.2,68.4,Female,Insufficient,append,,,21,3.9,100.0,6125.0,4.2
1364,KGL_S1816,Kaggle,6.2,80.6,Female,Insufficient,append,,,17,5.2,98.9,7639.166666666668,6.4
1279,KGL_S1731,Kaggle,6.2,63.6,Male,Insufficient,append,,,17,3.5,92.2,5534.166666666667,2.4
1062,KGL_S1514,Kaggle,6.2,87.1,Female,Insufficient,append,,,18,5.9,80.6,5681.666666666666,3.0
1339,KGL_S1791,Kaggle,6.2,92.3,Male,Insufficient,append,,,24,5.4,82.7,7494.583333333332,4.3
1117,KGL_S1569,Kaggle,6.2,100.0,Male,Insufficient,append,,,23,6.3,93.4,6699.583333333334,1.9
757,KGL_S1209,Kaggle,6.2,47.1,Female,Insufficient,append,,,21,2.2,86.2,5748.75,5.9
978,KGL_S1430,Kaggle,6.2,35.7,Male,Insufficient,append,,,17,1.9,98.6,6381.666666666666,7.0
945,KGL_S1397,Kaggle,6.2,71.9,Female,Insufficient,append,,,22,2.3,96.9,7443.333333333334,4.4
787,KGL_S1239,Kaggle,6.2,52.5,Male,Insufficient,append,,,24,2.5,100.0,6604.166666666667,4.0
967,KGL_S1419,Kaggle,6.2,58.7,Male,Insufficient,append,,,22,2.3,93.9,6034.999999999999,5.199999999999999
902,KGL_S1354,Kaggle,6.2,47.6,Male,Insufficient,append,,,24,3.4,100.0,5479.166666666667,4.6
1321,KGL_S1773,Kaggle,6.2,57.1,Male,Insufficient,append,,,20,3.3,100.0,5541.666666666667,6.2
912,KGL_S1364,Kaggle,6.2,45.9,Male,Insufficient,append,,,23,2.9,82.9,5176.666666666667,4.8
1166,KGL_S1618,Kaggle,6.2,61.4,Male,Insufficient,append,,,23,2.9,84.4,5214.166666666667,2.4
1031,KGL_S1483,Kaggle,6.2,76.0,Male,Insufficient,append,,,22,4.2,73.2,5340.416666666667,3.5
982,KGL_S1434,Kaggle,6.2,26.2,Male,Insufficient,append,,,20,0.0,72.6,4117.083333333333,6.7
1090,KGL_S1542,Kaggle,6.2,72.2,Male,Insufficient,append,,,19,4.5,80.2,6848.75,5.7
1316,KGL_S1768,Kaggle,6.2,74.0,Female,Insufficient,append,,,20,5.2,81.6,6112.916666666666,4.9
1192,KGL_S1644,Kaggle,6.2,35.3,Male,Insufficient,append,,,24,0.8,100.0,5333.333333333334,3.2
1451,KGL_S1903,Kaggle,6.2,70.9,Female,Insufficient,append,,,23,3.3,79.1,6487.916666666666,4.1
1049,KGL_S1501,Kaggle,6.2,74.9,Female,Insufficient,append,,,21,3.3,96.8,6607.5,2.4
427,CMU_23518,CMU,6.202,86.1125,Female,Insufficient,append,0.18617284,3.1336,,,,,
23,CMU_160,CMU,6.204166666666667,95.5,Female,Insufficient,append,0.062372733,4.0,,,,,
305,CMU_386,CMU,6.204761905,100.0,Female,Insufficient,append,0.072307099,3.917419355,,,,,
33,CMU_142,CMU,6.219540230000001,95.25,Male,Insufficient,append,0.09644487,4.0,,,,,
162,CMU_455,CMU,6.226,64.25,Female,Insufficient,append,0.11494213,2.605714286,,,,,
499,CMU_67993,CMU,6.226041666666666,91.666666675,Female,Insufficient,append,2.019750617,3.666666667,,,,,
222,CMU_422,CMU,6.231333333333334,82.0,Female,Insufficient,append,0.062386671,3.29,,,,,
434,CMU_27306,CMU,6.23508772,86.67,Female,Insufficient,append,0.215915638,3.0666,,,,,
284,CMU_193,CMU,6.240740740000001,95.0,Female,Insufficient,append,0.183817801,3.910714143,,,,,
445,CMU_34062,CMU,6.25,88.891666675,Female,Insufficient,append,0.234463735,3.5,,,,,
520,CMU_84011,CMU,6.2511494249999995,100.0,Female,Insufficient,append,0.10250496,3.857142857,,,,,
127,CMU_312,CMU,6.251333333333333,82.25,Male,Insufficient,append,0.222430073,3.47,,,,,
468,CMU_46418,CMU,6.262280701666667,96.875,Male,Insufficient,append,0.143034979,3.666571429,,,,,
27,CMU_190,CMU,6.263333333333334,79.25,Male,Insufficient,append,0.272011478,3.79,,,,,
502,CMU_71985,CMU,6.282098765,88.891666675,Male,Insufficient,append,0.192394806,3.666666667,,,,,
466,CMU_45963,CMU,6.283974358333333,98.810714275,Female,Insufficient,append,0.567852444,3.666714286,,,,,
149,CMU_84,CMU,6.292261905,93.84615,Female,Insufficient,append,0.23578075,3.78399956,,,,,
62,CMU_104,CMU,6.292753623333334,82.5,Female,Insufficient,append,0.142523531,3.21,,,,,
55,CMU_191,CMU,6.297222221666667,100.0,Female,Insufficient,append,0.094479101,4.0,,,,,
429,CMU_25197,CMU,6.299444445000001,97.220833325,Male,Insufficient,append,0.119247589,3.9445,,,,,
1391,KGL_S1843,Kaggle,6.3,60.6,Female,Insufficient,append,,,23,3.0,92.0,5435.416666666666,7.1
1417,KGL_S1869,Kaggle,6.3,74.6,Male,Insufficient,append,,,22,2.8,86.4,7201.666666666667,5.2
1495,KGL_S1947,Kaggle,6.3,59.9,Female,Insufficient,append,,,24,4.5,70.0,6010.416666666667,6.5
874,KGL_S1326,Kaggle,6.3,41.7,Male,Insufficient,append,,,19,1.4,87.7,6411.250000000001,5.5
1373,KGL_S1825,Kaggle,6.3,90.4,Male,Insufficient,append,,,20,4.3,90.2,7265.416666666667,1.3
788,KGL_S1240,Kaggle,6.3,51.2,Male,Insufficient,append,,,18,1.9,72.0,5039.583333333333,3.9
807,KGL_S1259,Kaggle,6.3,72.6,Female,Insufficient,append,,,19,4.3,80.7,5444.583333333333,2.1
1440,KGL_S1892,Kaggle,6.3,46.8,Male,Insufficient,append,,,17,2.5,86.6,5217.083333333333,4.5
780,KGL_S1232,Kaggle,6.3,100.0,Female,Insufficient,append,,,20,6.5,77.3,6286.666666666667,2.4
1155,KGL_S1607,Kaggle,6.3,57.5,Female,Insufficient,append,,,24,3.2,83.0,6595.833333333334,6.2
1182,KGL_S1634,Kaggle,6.3,76.8,Female,Insufficient,append,,,18,3.8,85.0,6968.75,4.3
889,KGL_S1341,Kaggle,6.3,44.3,Female,Insufficient,append,,,20,2.7,72.4,5122.5,4.800000000000001
1179,KGL_S1631,Kaggle,6.3,80.9,Female,Insufficient,append,,,20,3.7,91.9,7745.416666666667,3.1
726,KGL_S1178,Kaggle,6.3,65.2,Other,Insufficient,append,,,17,2.9,83.7,6936.25,4.9
983,KGL_S1435,Kaggle,6.3,58.3,Male,Insufficient,append,,,24,2.0,73.7,5186.25,3.1
954,KGL_S1406,Kaggle,6.3,82.4,Female,Insufficient,append,,,22,3.6,68.0,7095.833333333333,3.4000000000000004
1053,KGL_S1505,Kaggle,6.3,72.9,Female,Insufficient,append,,,17,3.5,78.7,6311.25,1.3
986,KGL_S1438,Kaggle,6.3,66.8,Male,Insufficient,append,,,23,3.5,89.3,6076.25,6.1
768,KGL_S1220,Kaggle,6.3,82.1,Female,Insufficient,append,,,19,4.5,86.4,7524.583333333334,5.5
1361,KGL_S1813,Kaggle,6.3,65.5,Female,Insufficient,append,,,20,3.8,75.2,5963.333333333333,6.800000000000001
704,KGL_S1156,Kaggle,6.3,57.7,Male,Insufficient,append,,,23,1.9,71.1,6131.666666666666,5.2
630,KGL_S1082,Kaggle,6.3,60.2,Female,Insufficient,append,,,21,2.6,86.6,5696.25,4.9
995,KGL_S1447,Kaggle,6.3,93.6,Female,Insufficient,append,,,22,5.9,100.0,6166.666666666667,3.0
844,KGL_S1296,Kaggle,6.3,86.2,Female,Insufficient,append,,,22,4.6,74.4,6818.333333333334,4.8
1074,KGL_S1526,Kaggle,6.3,40.7,Female,Insufficient,append,,,19,2.8,95.9,5439.166666666667,7.6
1406,KGL_S1858,Kaggle,6.3,84.4,Male,Insufficient,append,,,18,4.5,82.2,6409.166666666667,3.2
955,KGL_S1407,Kaggle,6.3,67.3,Male,Insufficient,append,,,24,4.3,79.4,6224.583333333334,6.3
779,KGL_S1231,Kaggle,6.3,73.1,Female,Insufficient,append,,,20,2.5,83.5,6868.75,2.3
922,KGL_S1374,Kaggle,6.3,57.3,Male,Insufficient,append,,,17,2.8,82.3,6005.416666666666,6.1
1313,KGL_S1765,Kaggle,6.3,44.1,Male,Insufficient,append,,,19,2.1,82.8,5320.0,4.199999999999999
1174,KGL_S1626,Kaggle,6.3,70.8,Male,Insufficient,append,,,21,3.0,78.8,6959.583333333333,3.7
95,CMU_313,CMU,6.301282051666666,61.75000000000001,Female,Insufficient,append,0.271192444,3.29,,,,,
91,CMU_311,CMU,6.304166666666666,62.25000000000001,Female,Insufficient,append,0.173333714,3.21,,,,,
458,CMU_38610,CMU,6.321111111666666,91.666666675,Female,Insufficient,append,0.178379905,3.888833333,,,,,
54,CMU_189,CMU,6.324712643333333,89.0,Female,Insufficient,append,0.207263322,4.0,,,,,
273,CMU_115,CMU,6.336111111666667,80.833325,Female,Insufficient,append,12.92842222,3.4156245,,,,,
338,CMU_314,CMU,6.353571428333334,84.25,Male,Insufficient,append,0.174514556,2.79,,,,,
418,CMU_19735,CMU,6.363888888333333,93.33500000000001,Male,Insufficient,append,0.116449333,3.5555,,,,,
248,CMU_24,CMU,6.369642856666667,95.0,Female,Insufficient,append,0.06241579,3.451851556,,,,,
12,CMU_220,CMU,6.369871795,94.0,Female,Insufficient,append,0.064827556,3.82,,,,,
432,CMU_26320,CMU,6.372777778333333,94.445833325,Female,Insufficient,append,0.096254459,3.4445,,,,,
58,CMU_208,CMU,6.374404761666667,88.25,Male,Insufficient,append,0.427612026,2.65,,,,,
519,CMU_83612,CMU,6.378030303333333,98.6125,Female,Insufficient,append,0.410751449,3.761857143,,,,,
330,CMU_541,CMU,6.379166666666666,82.0,Female,Insufficient,append,0.358432023,3.154482759,,,,,
104,CMU_284,CMU,6.3886666666666665,90.0,Female,Insufficient,append,0.706547068,3.0,,,,,
545,CMU_99978,CMU,6.390804598333333,90.283333325,Male,Insufficient,append,0.091325113,3.722166667,,,,,
269,CMU_103,CMU,6.394444445,100.0,Female,Insufficient,append,0.129575719,3.913792345,,,,,
456,CMU_37404,CMU,6.39469697,95.833333325,Female,Insufficient,append,0.093713782,3.833333333,,,,,
188,CMU_443,CMU,6.395238095,86.25,Male,Insufficient,append,0.039699741,2.961363636,,,,,
423,CMU_22408,CMU,6.398717948333333,97.220833325,Male,Insufficient,append,0.023949778,3.777833333,,,,,
696,KGL_S1148,Kaggle,6.4,85.2,Female,Insufficient,append,,,17,5.1,94.6,6969.166666666666,6.800000000000001
732,KGL_S1184,Kaggle,6.4,96.2,Female,Insufficient,append,,,17,4.9,71.2,6477.916666666667,0.7
1110,KGL_S1562,Kaggle,6.4,91.7,Female,Insufficient,append,,,23,4.6,63.1,6410.833333333333,1.2
753,KGL_S1205,Kaggle,6.4,56.4,Other,Insufficient,append,,,21,3.3,90.4,5593.333333333334,8.2
1168,KGL_S1620,Kaggle,6.4,39.8,Female,Insufficient,append,,,20,1.4,85.8,4655.416666666667,5.1
622,KGL_S1074,Kaggle,6.4,66.9,Female,Insufficient,append,,,21,2.3,100.0,5583.333333333333,1.4
920,KGL_S1372,Kaggle,6.4,68.4,Female,Insufficient,append,,,18,4.0,77.4,5507.916666666667,4.9
1402,KGL_S1854,Kaggle,6.4,70.0,Female,Insufficient,append,,,23,4.7,68.7,6082.083333333333,3.5
884,KGL_S1336,Kaggle,6.4,100.0,Female,Insufficient,append,,,21,6.6,73.0,7189.583333333333,4.9
1501,KGL_S1953,Kaggle,6.4,61.7,Female,Insufficient,append,,,20,2.0,81.5,6589.583333333333,1.1
834,KGL_S1286,Kaggle,6.4,46.6,Female,Insufficient,append,,,17,2.7,82.8,4903.333333333333,4.6
953,KGL_S1405,Kaggle,6.4,65.4,Female,Insufficient,append,,,20,3.1,89.3,7472.083333333333,3.9
951,KGL_S1403,Kaggle,6.4,74.9,Female,Insufficient,append,,,17,4.8,92.7,6702.916666666667,5.9
1295,KGL_S1747,Kaggle,6.4,49.8,Male,Insufficient,append,,,23,1.8,85.5,6366.666666666667,1.4000000000000001
1493,KGL_S1945,Kaggle,6.4,100.0,Male,Insufficient,append,,,23,6.0,98.9,7451.666666666667,5.0
1540,KGL_S1992,Kaggle,6.4,71.8,Male,Insufficient,append,,,18,3.5,96.8,6201.25,1.9
931,KGL_S1383,Kaggle,6.4,71.0,Male,Insufficient,append,,,21,2.8,90.4,7312.083333333334,2.7
568,KGL_S1020,Kaggle,6.4,58.5,Female,Insufficient,append,,,22,3.8,83.0,5075.0,5.199999999999999
820,KGL_S1272,Kaggle,6.4,76.2,Male,Insufficient,append,,,24,4.8,74.7,5107.083333333333,4.9
465,CMU_44927,CMU,6.4,95.239285725,Female,Insufficient,append,0.083305258,3.809714286,,,,,
1329,KGL_S1781,Kaggle,6.4,66.9,Female,Insufficient,append,,,19,2.9,82.4,6132.916666666667,5.1
1133,KGL_S1585,Kaggle,6.4,62.8,Male,Insufficient,append,,,23,3.9,78.4,5137.083333333334,3.7
1018,KGL_S1470,Kaggle,6.4,60.4,Female,Insufficient,append,,,21,4.2,69.7,4805.0,5.4
1270,KGL_S1722,Kaggle,6.4,58.6,Male,Insufficient,append,,,20,1.6,98.8,6365.833333333333,1.8
1023,KGL_S1475,Kaggle,6.4,52.1,Male,Insufficient,append,,,24,2.9,79.8,5734.583333333333,5.9
1216,KGL_S1668,Kaggle,6.4,76.4,Male,Insufficient,append,,,21,3.4,89.2,7240.416666666667,6.7
796,KGL_S1248,Kaggle,6.4,54.1,Female,Insufficient,append,,,17,3.0,95.4,5728.75,5.1
946,KGL_S1398,Kaggle,6.4,69.1,Male,Insufficient,append,,,24,5.7,77.3,5640.833333333333,4.6
204,CMU_79897,CMU,6.403333333333333,93.05833332499999,Female,Insufficient,append,0.079217532,3.722166667,,,,,
196,CMU_535,CMU,6.41,61.5,Male,Insufficient,append,0.121737558,3.075,,,,,
22,CMU_303,CMU,6.413793103333333,76.25,Female,Insufficient,append,0.104683603,3.17,,,,,
226,CMU_454,CMU,6.4159999999999995,90.0,Female,Insufficient,append,0.298978588,3.12,,,,,
164,CMU_466,CMU,6.417261905,96.25,Female,Insufficient,append,0.030177564,3.802083333,,,,,
373,CMU_138,CMU,6.434615385,96.66665,Male,Insufficient,append,1.494677855,3.7730765,,,,,
195,CMU_521,CMU,6.4366666666666665,78.75,Male,Insufficient,append,0.172469221,3.456,,,,,
274,CMU_118,CMU,6.450724638333333,87.5,Female,Insufficient,append,0.186487603,3.43999985,,,,,
390,CMU_442,CMU,6.457738095,100.0,Male,Insufficient,append,0.023350099,3.673448276,,,,,
81,CMU_164,CMU,6.46547619,76.0,Male,Insufficient,append,0.016258192,3.26,,,,,
300,CMU_365,CMU,6.46547619,83.25,Female,Insufficient,append,0.506566072,2.947142857,,,,,
407,CMU_569,CMU,6.466666666666667,92.75,Male,Insufficient,append,0.057352538,3.1625,,,,,
175,CMU_60,CMU,6.469642856666667,86.66665,Male,Insufficient,append,0.210721689,3.629166333,,,,,
351,CMU_613,CMU,6.473484848333333,100.0,Male,Insufficient,append,0.183344041,4.0,,,,,
97,CMU_338,CMU,6.4773809516666665,71.75,Female,Insufficient,append,0.860001644,3.29,,,,,
317,CMU_469,CMU,6.479012345,98.5,Female,Insufficient,append,0.068602893,3.958857143,,,,,
96,CMU_334,CMU,6.48030303,65.0,Female,Insufficient,append,0.171095994,3.21,,,,,
309,CMU_405,CMU,6.481547618333334,89.75,Female,Insufficient,append,0.116004039,3.240625,,,,,
140,CMU_34,CMU,6.483333333333333,86.964275,Female,Insufficient,append,0.206592971,3.740740481,,,,,
453,CMU_36552,CMU,6.489444445,91.666666675,Female,Insufficient,append,0.076128617,3.714428571,,,,,
78,CMU_116,CMU,6.48974359,80.0,Male,Insufficient,append,1.178951556,2.82,,,,,
13,CMU_337,CMU,6.4954022983333335,93.5,Female,Insufficient,append,0.089355867,3.33,,,,,
371,CMU_97,CMU,6.495679011666667,88.333325,Male,Insufficient,append,0.062107988,3.693102931,,,,,
745,KGL_S1197,Kaggle,6.5,87.1,Female,Insufficient,append,,,20,4.1,89.5,7560.416666666666,2.7
800,KGL_S1252,Kaggle,6.5,85.3,Female,Insufficient,append,,,20,4.2,75.8,7228.333333333333,5.2
933,KGL_S1385,Kaggle,6.5,64.2,Male,Insufficient,append,,,24,4.2,73.0,5168.75,5.1
828,KGL_S1280,Kaggle,6.5,73.8,Female,Insufficient,append,,,20,4.5,87.9,6447.500000000001,6.6
1082,KGL_S1534,Kaggle,6.5,82.5,Male,Insufficient,append,,,19,3.7,100.0,7177.083333333334,5.699999999999999
1510,KGL_S1962,Kaggle,6.5,55.1,Male,Insufficient,append,,,22,3.5,85.4,6239.166666666667,6.0
833,KGL_S1285,Kaggle,6.5,60.6,Female,Insufficient,append,,,19,2.5,85.1,6304.583333333333,3.3
1003,KGL_S1455,Kaggle,6.5,100.0,Male,Insufficient,append,,,19,8.3,86.6,8029.583333333333,5.9
1545,KGL_S1997,Kaggle,6.5,64.4,Male,Insufficient,append,,,20,3.0,61.9,6516.249999999999,3.9000000000000004
921,KGL_S1373,Kaggle,6.5,72.9,Male,Insufficient,append,,,24,3.3,75.2,6630.0,1.7999999999999998
998,KGL_S1450,Kaggle,6.5,62.7,Female,Insufficient,append,,,22,3.1,98.5,7077.083333333334,5.1
1162,KGL_S1614,Kaggle,6.5,53.9,Female,Insufficient,append,,,22,2.4,75.3,4934.583333333333,1.9
956,KGL_S1408,Kaggle,6.5,34.3,Male,Insufficient,append,,,20,1.2,81.7,4469.583333333334,5.5
754,KGL_S1206,Kaggle,6.5,92.6,Male,Insufficient,append,,,24,3.5,95.3,7788.75,3.0999999999999996
1538,KGL_S1990,Kaggle,6.5,63.6,Male,Insufficient,append,,,18,3.2,91.7,6167.5,5.2
1531,KGL_S1983,Kaggle,6.5,64.4,Male,Insufficient,append,,,21,3.9,74.0,5256.25,3.9000000000000004
1139,KGL_S1591,Kaggle,6.5,64.0,Female,Insufficient,append,,,24,4.5,85.1,5127.5,6.6000000000000005
1140,KGL_S1592,Kaggle,6.5,60.1,Female,Insufficient,append,,,21,2.5,83.2,5319.583333333333,5.1
1176,KGL_S1628,Kaggle,6.5,70.7,Male,Insufficient,append,,,23,4.0,85.3,5549.166666666667,4.0
1235,KGL_S1687,Kaggle,6.5,71.6,Male,Insufficient,append,,,21,2.2,89.8,7161.666666666666,2.8
1227,KGL_S1679,Kaggle,6.5,64.2,Female,Insufficient,append,,,18,3.2,59.5,6008.333333333334,3.8
1466,KGL_S1918,Kaggle,6.5,71.9,Male,Insufficient,append,,,20,3.3,71.2,6280.0,4.199999999999999
574,KGL_S1026,Kaggle,6.5,73.5,Male,Insufficient,append,,,22,2.0,83.8,5876.25,1.3
